StockCode,Purchase_Frequency,Avg_Order_Quantity
21035,151,10.306666666666667
21038,20,3.347826086956522
21039,57,6.623376623376624
21040,8,2.75
21041,100,3.9452054794520546
21042,71,2.779816513761468
21043,52,7.637931034482759
21051,23,4.5
21054,24,2.5185185185185186
21055,63,1.7380952380952381
21056,46,2.6363636363636362
21058,68,11.402173913043478
21059,67,7.441558441558442
21060,47,6.716981132075472
21061,49,7.923076923076923
21062,55,8.080645161290322
21063,64,5.962962962962963
21064,40,2.933333333333333
21065,31,11.068181818181818
21066,32,16.38095238095238
21067,30,4.613636363636363
21068,81,12.182539682539682
21069,35,35.92307692307692
21070,51,13.075949367088608
21071,72,7.718181818181818
21078,148,12.165853658536586
21080,427,16.351925630810094
21084,90,20.745283018867923
21086,167,22.260135135135137
21087,10,12.6
21088,67,21.2972972972973
21089,23,9.625
21090,98,14.050420168067227
21094,179,22.411585365853657
21095,9,10.555555555555555
21096,63,16.32857142857143
21098,115,17.26086956521739
21100,7,5.375
21106,30,5.514285714285714
21107,48,12.727272727272727
21108,160,51.17766497461929
21109,54,11.465753424657533
21110,62,9.6875
21111,46,15.173076923076923
21112,37,27.065217391304348
21114,105,10.165413533834586
21115,104,3.9323308270676693
21116,81,4.1440677966101696
21117,11,6.764705882352941
21121,238,18.901162790697676
21122,214,16.68888888888889
21123,66,9.558823529411764
21124,180,17.112068965517242
21125,59,8.422535211267606
21126,57,7.072463768115942
21128,12,2.9375
21129,13,2.25
21131,11,5.470588235294118
21132,13,2.1875
21135,122,16.11904761904762
21136,259,12.3646408839779
21137,140,35.981072555205046
21143,26,10.206896551724139
21145,8,15.25
21147,11,4.045454545454546
21154,175,11.89179104477612
21155,205,6.814404432132964
21156,202,10.33673469387755
21157,12,3.2666666666666666
21158,103,9.206451612903226
21159,73,10.174311926605505
21161,25,3.5405405405405403
21162,98,10.114285714285714
21163,86,9.882352941176471
21164,166,6.856
21165,178,10.97275204359673
21166,287,16.65415986949429
21167,20,50.4
21169,191,12.025280898876405
21171,43,7.066666666666666
21172,236,8.70757180156658
21174,225,10.33157894736842
21175,343,17.108416547788874
21179,122,10.258620689655173
21181,361,16.778401122019634
21187,30,9.428571428571429
21188,27,8.647058823529411
21189,27,5.689655172413793
21190,6,24.0
21191,38,8.954545454545455
21192,32,21.511627906976745
21194,37,10.162790697674419
21195,21,17.375
21196,9,8.9
21197,13,18.692307692307693
21198,47,18.901960784313726
21199,45,17.632653061224488
21200,33,25.897435897435898
21201,44,15.666666666666666
21202,20,21.38095238095238
21204,44,8.215686274509803
21205,43,4.098039215686274
21206,55,15.844155844155845
21207,74,11.418604651162791
21208,50,15.31578947368421
21209,48,20.035087719298247
21210,244,15.434782608695652
21211,58,12.0
21212,635,31.547752808988765
21213,295,28.001956947162427
21215,51,13.151515151515152
21216,150,7.364
21217,167,3.7790697674418605
21218,130,9.990291262135923
21219,35,7.511627906976744
21220,34,5.690476190476191
21221,24,8.375
21222,26,5.2105263157894735
21224,58,8.843373493975903
21226,4,1.8
21231,215,14.914507772020725
21232,312,17.48060708263069
21238,160,12.567857142857143
21239,141,12.617647058823529
21240,149,14.41095890410959
21242,148,13.662222222222223
21243,103,14.181208053691275
21244,107,14.39864864864865
21245,72,9.844660194174757
21246,33,4.487179487179487
21248,45,3.5961538461538463
21249,68,8.50632911392405
21250,15,5.411764705882353
21251,32,4.714285714285714
21253,14,3.8823529411764706
21257,100,3.175324675324675
21258,61,4.009433962264151
21259,133,4.7196652719665275
21260,104,7.526666666666666
21261,24,6.185185185185185
21262,43,5.153846153846154
21263,32,4.230769230769231
21264,37,5.953488372093023
21265,15,8.0
21269,17,1.5555555555555556
21270,12,1.0769230769230769
21272,49,7.621212121212121
21275,9,1.1111111111111112
21277,19,1.15
21278,7,4.777777777777778
21279,12,5.416666666666667
21280,12,5.416666666666667
21281,6,5.833333333333333
21284,24,14.807692307692308
21285,26,10.606060606060606
21286,17,14.166666666666666
21287,47,33.111111111111114
21288,33,6.095238095238095
21289,19,23.31578947368421
21291,32,23.0
21292,25,33.26923076923077
21293,14,5.315789473684211
21294,46,25.6
21306,35,13.162162162162161
21307,11,6.076923076923077
21311,40,9.958333333333334
21313,96,21.702290076335878
21314,215,10.606936416184972
21316,9,14.9
21317,23,3.4285714285714284
21318,38,16.19047619047619
21319,12,12.25
21320,10,15.5
21324,20,3.45
21326,168,35.149825783972126
21327,99,3.635135135135135
21328,135,3.917525773195876
21329,120,3.4244186046511627
21331,7,1.5714285714285714
21332,8,1.75
21333,15,3.6666666666666665
21336,3,2.6666666666666665
21340,179,3.515151515151515
21344,5,2.8
21348,5,27.8
21349,7,1.7142857142857142
21351,27,3.0606060606060606
21352,35,8.405405405405405
21354,55,10.757142857142858
21355,95,6.815789473684211
21356,37,5.527272727272727
21357,9,1.7272727272727273
21358,54,5.466666666666667
21359,22,4.703703703703703
21360,14,2.642857142857143
21361,42,1.6851851851851851
21363,67,2.2
21364,19,1.1904761904761905
21365,35,7.909090909090909
21366,9,2.1818181818181817
21367,29,4.6571428571428575
21368,25,5.193548387096774
21369,12,7.538461538461538
21370,7,1.875
21371,27,8.59375
21372,18,2.68
21373,41,11.266666666666667
21374,37,7.35
21375,9,2.0
21376,13,2.2
21377,18,4.894736842105263
21378,21,5.863636363636363
21379,22,6.125
21380,138,8.906382978723403
21381,88,11.79861111111111
21382,64,10.885416666666666
21383,75,9.19047619047619
21385,153,16.34862385321101
21386,42,13.980392156862745
21389,81,9.980392156862745
21390,120,20.661202185792348
21391,69,12.037037037037036
21392,5,4.571428571428571
21393,7,3.625
21394,88,33.526315789473685
21395,63,35.59493670886076
21397,43,23.09090909090909
21398,43,30.591836734693878
21399,50,32.492063492063494
21400,42,17.4375
21401,48,17.11864406779661
21402,54,21.147540983606557
21403,58,24.197183098591548
21407,79,2.478723404255319
21408,50,3.3088235294117645
21411,147,3.8
21413,8,3.6
21415,25,6.4375
21416,4,1.25
21417,24,9.03125
21418,11,4.538461538461538
21420,12,3.2
21421,11,22.923076923076923
21422,32,33.91304347826087
21424,19,10.318181818181818
21425,12,4.1875
21426,15,11.833333333333334
21427,21,3.08
21428,117,6.005464480874317
21429,147,7.214285714285714
21430,186,8.345679012345679
21439,51,16.94871794871795
21441,34,9.894736842105264
21442,31,10.513513513513514
21445,17,10.19047619047619
21446,47,4.651162790697675
21447,56,8.141304347826088
21448,46,4.739130434782608
21452,109,5.518518518518518
21454,41,6.76595744680851
21455,32,7.742857142857143
21456,17,8.473684210526315
21457,15,7.1875
21458,18,8.31578947368421
21459,16,4.166666666666667
21460,9,2.888888888888889
21461,4,1.8
21462,57,2.8656716417910446
21463,77,4.916030534351145
21464,57,2.392156862745098
21465,55,3.0634920634920637
21466,71,2.934065934065934
21467,58,2.7564102564102564
21468,43,2.46
21469,57,3.5211267605633805
21470,77,2.9391304347826086
21471,77,5.26595744680851
21472,29,3.606060606060606
21473,16,1.2222222222222223
21476,14,1.7222222222222223
21479,252,6.910485933503836
21481,253,7.558139534883721
21484,205,5.235690235690235
21485,371,6.085766423357664
21486,4,2.0
21494,79,9.164179104477611
21495,102,35.15151515151515
21497,177,37.06896551724138
21498,238,31.389880952380953
21499,175,32.06018518518518
21500,162,29.812206572769952
21503,22,31.565217391304348
21504,74,19.422680412371133
21506,171,18.73517786561265
21507,139,16.110552763819097
21508,108,16.39041095890411
21509,142,17.64039408866995
21518,16,15.588235294117647
21519,100,16.842931937172775
21520,29,13.848484848484848
21523,203,7.758793969849246
21524,251,4.053658536585366
21527,95,3.391304347826087
21528,62,2.0112359550561796
21530,64,9.0
21531,143,6.94811320754717
21533,209,4.102803738317757
21534,94,2.49618320610687
21535,204,7.6875
21537,50,5.637931034482759
21539,123,4.367441860465116
21544,80,16.278260869565216
21547,13,4.235294117647059
21555,11,4.583333333333333
21556,38,17.106382978723403
21557,26,5.769230769230769
21558,167,7.076363636363636
21559,233,8.484018264840183
21561,116,7.303571428571429
21562,20,12.76
21563,95,10.134328358208956
21564,63,9.864077669902912
21576,40,3.847826086956522
21577,94,4.732758620689655
21578,68,6.976190476190476
21579,30,4.529411764705882
21580,21,3.75
21581,33,4.125
21584,119,6.70440251572327
21586,54,11.075757575757576
21587,25,6.566666666666666
21588,99,10.847826086956522
21591,114,7.707792207792208
21592,156,9.56
21609,59,10.146666666666667
21613,37,5.815789473684211
21614,7,6.857142857142857
21615,86,8.076923076923077
21616,84,6.9907407407407405
21617,62,5.9125
21618,48,5.224137931034483
21619,99,7.2
21620,97,6.190839694656488
21621,267,6.318407960199005
21622,76,3.872340425531915
21623,139,15.649038461538462
21624,72,2.4
21625,97,2.6016949152542375
21626,64,9.763157894736842
21627,14,1.5833333333333333
21628,14,2.588235294117647
21629,13,1.962962962962963
21630,13,2.4545454545454546
21631,15,9.6875
21632,5,12.0
21633,13,6.214285714285714
21634,22,41.21739130434783
21635,15,18.0
21636,60,11.756410256410257
21637,6,18.166666666666668
21638,25,7.34375
21640,38,10.20754716981132
21641,19,47.91304347826087
21642,79,26.365591397849464
21643,27,15.806451612903226
21644,29,6.323529411764706
21647,21,4.0344827586206895
21648,26,19.818181818181817
21650,48,32.30882352941177
21651,9,11.909090909090908
21654,40,18.92
21656,15,6.882352941176471
21657,11,1.8666666666666667
21658,82,5.946153846153846
21661,3,1.0
21662,14,4.625
21664,15,5.105263157894737
21666,21,11.636363636363637
21668,169,14.67930029154519
21669,167,13.576502732240437
21670,158,13.527027027027026
21671,164,14.366197183098592
21672,159,14.488888888888889
21673,154,14.014035087719298
21675,45,10.096153846153847
21676,21,6.59375
21677,62,9.575
21678,16,6.5
21679,67,12.114942528735632
21680,43,15.169811320754716
21682,42,3.54
21683,39,6.1875
21684,27,20.64864864864865
21686,6,1.8333333333333333
21688,36,8.102564102564102
21689,22,4.0
21690,6,2.6666666666666665
21692,7,2.125
21693,40,7.955555555555556
21694,18,15.15
21695,35,7.861111111111111
21696,27,7.533333333333333
21698,22,12.090909090909092
21700,58,14.551724137931034
21703,175,37.53846153846154
21704,137,25.272727272727273
21705,89,12.294642857142858
21706,53,3.318840579710145
21707,44,2.5531914893617023
21708,28,4.212121212121212
21709,30,2.806451612903226
21710,29,2.7096774193548385
21711,22,3.739130434782609
21713,103,5.392307692307693
21714,106,8.543307086614174
21715,116,8.20863309352518
21716,112,8.676258992805755
21717,34,10.657894736842104
21718,106,8.889655172413793
21719,29,8.6
21720,8,7.125
21721,19,7.954545454545454
21722,13,4.333333333333333
21723,29,9.275
21724,43,6.526315789473684
21725,26,8.5625
21726,29,6.416666666666667
21730,79,4.15
21731,266,24.057943925233644
21733,385,11.147988505747126
21735,60,2.5609756097560976
21736,5,13.333333333333334
21738,17,2.0454545454545454
21739,38,2.86
21741,27,4.678571428571429
21742,75,2.097826086956522
21743,28,8.59375
21744,66,4.369047619047619
21745,115,4.444976076555024
21746,122,15.903743315508022
21747,31,10.404761904761905
21749,80,17.757009345794394
21750,15,4.588235294117647
21754,360,3.7380281690140844
21755,337,3.3551724137931034
21756,168,3.09375
21757,3,2.0
21758,13,2.2857142857142856
21761,10,1.0
21763,4,1.5
21770,263,4.584302325581396
21773,50,15.59322033898305
21774,39,16.057692307692307
21775,34,6.902439024390244
21777,3,2.3333333333333335
21781,51,1.6829268292682926
21784,20,1.3421052631578947
21785,3,82.2
21786,55,16.552083333333332
21787,115,47.06989247311828
21788,59,17.434782608695652
21789,55,11.253521126760564
21790,449,18.119565217391305
21791,342,14.54786150712831
21792,58,4.728571428571429
21793,57,4.417910447761194
21794,79,5.387096774193548
21801,22,20.772727272727273
21802,45,20.408163265306122
21803,46,22.313725490196077
21804,37,4.341463414634147
21807,24,13.833333333333334
21808,21,4.545454545454546
21809,72,20.428571428571427
21810,129,28.06878306878307
21811,119,25.940119760479043
21812,36,5.069767441860465
21813,38,6.097560975609756
21814,11,5.0
21815,15,6.6
21816,6,3.7777777777777777
21817,48,14.885245901639344
21818,117,16.45731707317073
21819,95,19.108527131782946
21820,49,4.619047619047619
21821,35,5.439024390243903
21822,45,9.17910447761194
21823,61,15.532467532467532
21824,63,18.83116883116883
21826,16,4.428571428571429
21827,3,2.0
21828,53,4.422535211267606
21829,104,47.86666666666667
21830,63,28.25
21832,83,6.434426229508197
21833,87,21.9
21841,19,3.3181818181818183
21843,260,4.276595744680851
21844,99,13.338235294117647
21845,63,22.97590361445783
21846,12,3.0
21847,5,1.8
21849,16,2.08
21850,12,2.772727272727273
21851,12,1.7333333333333334
21864,65,6.161616161616162
21865,52,3.0972222222222223
21866,79,4.881818181818182
21867,56,3.022727272727273
21868,153,9.982978723404255
21870,97,9.624113475177305
21871,133,19.145454545454545
21872,81,10.233870967741936
21873,62,17.428571428571427
21874,110,14.551020408163266
21875,83,17.857142857142858
21876,141,17.74
21877,174,17.88294314381271
21878,120,15.26751592356688
21879,52,17.406779661016948
21880,84,14.58
21881,37,21.666666666666668
21882,35,14.634146341463415
21883,82,14.709677419354838
21884,43,23.113636363636363
21888,210,5.50709219858156
21889,336,12.399141630901287
21890,143,5.972222222222222
21891,264,22.120111731843576
21892,235,9.554098360655738
21894,57,6.346666666666667
21896,79,10.315217391304348
21898,6,63.57142857142857
21899,148,11.629464285714286
21900,166,11.433333333333334
21901,143,7.155737704918033
21902,114,11.467065868263473
21903,113,7.283870967741936
21904,21,2.04
21905,84,6.171171171171171
21906,71,5.08421052631579
21907,208,6.909638554216867
21908,220,9.540682414698162
21910,8,4.5
21911,18,5.25
21912,201,5.8118081180811805
21913,72,3.4269662921348316
21914,306,14.106261859582542
21915,349,36.99294532627866
21916,156,17.109803921568627
21917,132,21.666666666666668
21918,193,24.52097902097902
21922,113,4.491124260355029
21925,38,6.106060606060606
21926,35,6.9
21927,41,6.282828282828283
21928,264,17.67577413479053
21929,308,16.318481848184817
21930,220,11.862785862785863
21931,333,14.707535121328224
21932,218,7.54434250764526
21933,198,8.197278911564625
21934,85,9.006993006993007
21935,121,8.6
21936,223,9.685567010309278
21937,146,7.649038461538462
21942,14,7.0
21943,7,5.7
21944,24,6.823529411764706
21945,27,7.5
21946,8,6.545454545454546
21947,62,6.7727272727272725
21948,37,7.464285714285714
21949,46,10.389830508474576
21955,108,7.3354430379746836
21967,129,28.7
21972,35,7.487179487179487
21973,25,5.3
21974,177,8.890829694323145
21975,287,21.43816254416961
21976,181,17.186851211072664
21977,410,35.370262390670554
21980,192,25.884920634920636
21981,143,27.153846153846153
21982,182,27.1070110701107
21983,98,17.927419354838708
21984,123,20.425925925925927
21985,262,23.736842105263158
21986,118,25.38216560509554
21987,106,13.486842105263158
21988,101,14.724832214765101
21989,130,9.800947867298579
21990,127,6.553763440860215
21991,80,4.572815533980583
21992,160,5.3842592592592595
21993,151,6.443396226415095
22021,60,5.303030303030303
22023,71,13.290697674418604
22024,90,17.587786259541986
22025,73,19.95505617977528
22026,71,15.564356435643564
22027,180,15.716981132075471
22028,124,15.588235294117647
22029,234,19.79345088161209
22030,179,21.881632653061224
22031,28,11.34375
22032,28,11.64516129032258
22033,20,16.0
22035,65,15.977272727272727
22037,173,14.48473282442748
22038,19,25.0
22039,6,35.714285714285715
22040,27,25.892857142857142
22041,73,19.155778894472363
22042,24,14.307692307692308
22043,40,27.627906976744185
22044,35,22.666666666666668
22045,148,31.41062801932367
22046,62,30.0
22047,93,31.77570093457944
22048,32,30.46875
22049,26,32.03125
22050,37,30.625
22051,36,25.0
22052,22,24.82608695652174
22053,23,162.92307692307693
22055,102,8.432432432432432
22057,46,10.321428571428571
22059,85,11.431372549019608
22060,31,6.297297297297297
22061,86,4.346153846153846
22062,43,9.163934426229508
22063,56,6.112359550561798
22064,85,9.294797687861271
22065,132,35.977653631284916
22066,99,16.057142857142857
22067,32,7.627450980392157
22068,56,5.141176470588236
22069,26,5.641025641025641
22070,62,10.162790697674419
22071,64,9.48
22072,90,5.493243243243243
22073,38,6.122448979591836
22074,61,13.0
22075,96,12.52
22076,96,9.078947368421053
22077,413,11.458055925432756
22078,105,8.552631578947368
22079,190,7.360515021459228
22080,116,9.022900763358779
22081,74,6.538461538461538
22082,250,7.267045454545454
22083,294,9.613839285714286
22084,277,12.775456919060053
22085,62,6.851351351351352
22086,613,15.325809617271835
22087,155,14.260377358490565
22088,115,9.929824561403509
22089,142,6.502732240437158
22090,325,12.00523560209424
22091,97,14.407407407407407
22092,75,7.4222222222222225
22093,114,11.425
22094,117,13.551948051948052
22095,72,13.842105263157896
22096,89,11.559322033898304
22097,103,10.467105263157896
22098,98,12.960264900662251
22099,96,10.563909774436091
22100,34,18.225
22101,21,34.875
22102,13,85.16666666666667
22103,12,68.52941176470588
22104,9,12.583333333333334
22105,9,50.6
22106,9,23.833333333333332
22107,44,3.9594594594594597
22108,16,3.607142857142857
22109,100,8.484662576687116
22110,116,3.791411042944785
22111,425,6.347242921013413
22112,382,7.226890756302521
22113,337,5.844444444444444
22114,325,7.184615384615385
22115,152,8.08108108108108
22116,65,5.611111111111111
22117,58,17.916666666666668
22118,67,2.7375
22119,82,3.1636363636363636
22120,121,2.9705882352941178
22121,94,2.8706896551724137
22123,59,5.986486486486487
22124,14,3.2916666666666665
22127,20,19.142857142857142
22128,62,24.01388888888889
22129,33,26.81081081081081
22130,78,16.53846153846154
22131,115,9.947368421052632
22132,60,11.265060240963855
22133,41,11.7
22134,29,11.175438596491228
22135,22,5.346938775510204
22136,37,6.30188679245283
22137,9,6.181818181818182
22138,581,5.532871972318339
22139,488,5.099639855942377
22141,256,6.8
22142,259,9.228228228228229
22144,319,7.935926773455377
22147,287,13.525386313465784
22148,148,11.024242424242424
22149,337,12.452431289640591
22150,288,7.0774818401937045
22151,174,50.09090909090909
22152,70,23.989795918367346
22153,61,26.440860215053764
22154,87,29.93220338983051
22155,67,23.43617021276596
22156,106,11.79245283018868
22157,11,19.272727272727273
22158,196,10.722222222222221
22161,118,23.674285714285713
22162,21,3.7857142857142856
22163,41,12.27450980392157
22164,11,5.916666666666667
22165,27,7.026315789473684
22166,13,7.625
22167,41,2.0508474576271185
22168,69,1.8533333333333333
22169,165,3.745644599303136
22170,142,4.546666666666667
22171,172,5.5941558441558445
22173,210,6.2894736842105265
22174,104,15.101123595505618
22175,84,5.964539007092198
22176,62,4.841584158415841
22178,403,27.19151515151515
22179,98,4.373626373626373
22180,92,2.2954545454545454
22181,40,12.543478260869565
22182,30,5.421052631578948
22183,16,4.352941176470588
22184,3,2.0
22185,111,10.984615384615385
22186,111,6.73109243697479
22187,123,8.047619047619047
22188,123,29.005988023952096
22189,274,17.854030501089326
22190,38,10.884615384615385
22191,239,3.5561097256857854
22192,179,2.6834319526627217
22193,206,3.2267303102625298
22194,24,1.606060606060606
22195,148,7.451754385964913
22196,146,9.208494208494209
22197,407,46.05149812734082
22198,42,16.471698113207548
22199,71,3.878787878787879
22200,51,4.233766233766234
22201,29,2.7
22202,16,2.2941176470588234
22203,75,3.4065934065934065
22204,23,3.096774193548387
22207,68,10.526315789473685
22208,148,6.1380952380952385
22209,100,6.5476190476190474
22210,117,6.093333333333334
22211,101,5.931818181818182
22212,145,5.386363636363637
22214,18,5.428571428571429
22215,71,3.707865168539326
22216,17,16.35
22217,63,11.76923076923077
22219,190,10.407407407407407
22220,64,2.8533333333333335
22221,37,2.8181818181818183
22222,104,5.530201342281879
22223,34,7.325581395348837
22224,89,5.880341880341881
22227,83,10.81868131868132
22228,81,9.063829787234043
22229,54,7.734375
22230,50,14.030303030303031
22231,93,7.828828828828829
22232,54,10.21311475409836
22233,70,6.679012345679013
22236,67,3.5
22241,125,10.51764705882353
22242,23,23.37037037037037
22243,71,27.52252252252252
22244,66,16.670103092783506
22245,44,20.67241379310345
22246,31,7.722222222222222
22247,54,7.950819672131147
22248,43,8.148936170212766
22249,73,7.5
22250,57,7.610169491525424
22251,66,6.933333333333334
22252,48,9.154929577464788
22254,33,14.487804878048781
22255,33,12.318181818181818
22256,32,6.717948717948718
22257,16,15.722222222222221
22258,35,20.055555555555557
22259,16,22.58823529411765
22260,37,8.2
22261,61,6.582278481012659
22262,62,9.525773195876289
22263,14,12.19047619047619
22264,38,31.65909090909091
22265,42,9.345454545454546
22266,69,21.63953488372093
22267,67,10.753246753246753
22268,73,18.198019801980198
22269,62,9.44943820224719
22270,35,4.688888888888889
22271,181,6.285171102661597
22272,43,4.127659574468085
22273,211,14.896666666666667
22274,168,5.466386554621849
22276,53,4.080645161290323
22277,54,5.634920634920635
22278,59,2.8045977011494254
22279,43,9.411764705882353
22280,26,5.53125
22281,35,2.477272727272727
22282,39,1.734375
22283,82,2.1864406779661016
22284,78,8.663461538461538
22285,74,8.872340425531915
22286,64,12.817073170731707
22287,51,12.711864406779661
22288,37,10.295454545454545
22289,19,5.7272727272727275
22291,72,12.814432989690722
22292,76,11.452631578947368
